ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Family
Eryuan,Eryuan,cent2004,,,,
Heqing,Heqing,cent2004,,,,
Jianchuan,Jianchuan,cent2004,,,,
Lanping,Lanping,cent2004,,,,
Luobenzhuo,Luobenzhuo,nort2724,,,,
Qiliqiao,Qiliqiao,sout2730,,,,
Xiangyun,Xiangyun,sout2730,,,,
Yunlong,Yunlong,cent2004,,,,
Zhoucheng,Zhoucheng,sout2730,,,,
